<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.12	15:00:00	1.09336	1.09361	1.09330	1.09351	750	0	0
2024.03.12	15:15:00	1.09351	1.09366	1.09334	1.09366	1020	0	0
2024.03.12	15:30:00	1.09364	1.09438	1.09028	1.09406	4245	0	0
2024.03.12	15:45:00	1.09405	1.09419	1.09194	1.09201	2437	0	0
2024.03.12	16:00:00	1.09201	1.09231	1.09085	1.09158	2603	0	0
2024.03.12	16:15:00	1.09158	1.09183	1.09100	1.09151	2020	0	0
2024.03.12	16:30:00	1.09151	1.09151	1.09023	1.09062	2561	0	0
2024.03.12	16:45:00	1.09061	1.09135	1.09023	1.09107	1941	0	0
2024.03.12	17:00:00	1.09108	1.09143	1.09065	1.09092	1905	0	0
2024.03.12	17:15:00	1.09092	1.09166	1.09090	1.09145	1521	0	0
2024.03.12	17:30:00	1.09146	1.09158	1.09108	1.09109	1622	0	0
2024.03.12	17:45:00	1.09109	1.09195	1.09095	1.09171	1387	0	0
2024.03.12	18:00:00	1.09171	1.09176	1.09107	1.09137	1203	0	0
2024.03.12	18:15:00	1.09137	1.09148	1.09075	1.09100	1064	0	0
2024.03.12	18:30:00	1.09101	1.09144	1.09100	1.09118	968	0	0
2024.03.12	18:45:00	1.09118	1.09186	1.09116	1.09176	1167	0	0
2024.03.12	19:00:00	1.09177	1.09191	1.09155	1.09183	852	0	0
2024.03.12	19:15:00	1.09183	1.09192	1.09169	1.09170	654	0	0
2024.03.12	19:30:00	1.09170	1.09190	1.09162	1.09169	999	0	0
2024.03.12	19:45:00	1.09169	1.09184	1.09137	1.09177	1169	0	0
2024.03.12	20:00:00	1.09176	1.09198	1.09128	1.09153	1810	0	0
2024.03.12	20:15:00	1.09153	1.09195	1.09142	1.09174	1099	0	0
2024.03.12	20:30:00	1.09174	1.09203	1.09166	1.09201	798	0	0
2024.03.12	20:45:00	1.09201	1.09208	1.09181	1.09194	631	0	0
2024.03.12	21:00:00	1.09194	1.09219	1.09185	1.09202	883	0	0
2024.03.12	21:15:00	1.09201	1.09209	1.09186	1.09206	692	0	0
2024.03.12	21:30:00	1.09206	1.09232	1.09202	1.09203	608	0	0
2024.03.12	21:45:00	1.09203	1.09247	1.09201	1.09242	624	0	0
2024.03.12	22:00:00	1.09242	1.09243	1.09218	1.09225	635	0	0
2024.03.12	22:15:00	1.09225	1.09238	1.09211	1.09231	550	0	0
2024.03.12	22:30:00	1.09232	1.09245	1.09216	1.09236	528	0	0
2024.03.12	22:45:00	1.09236	1.09260	1.09234	1.09258	699	0	0
2024.03.12	23:00:00	1.09258	1.09267	1.09253	1.09261	338	0	0
2024.03.12	23:15:00	1.09262	1.09264	1.09251	1.09258	124	0	0
2024.03.12	23:30:00	1.09258	1.09274	1.09258	1.09273	208	0	0
2024.03.12	23:45:00	1.09273	1.09274	1.09259	1.09261	244	0	0
2024.03.13	00:00:00	1.09247	1.09269	1.09228	1.09255	65	0	20
2024.03.13	00:15:00	1.09255	1.09269	1.09250	1.09255	103	0	15
2024.03.13	00:30:00	1.09252	1.09266	1.09252	1.09258	1215	0	6
2024.03.13	00:45:00	1.09258	1.09264	1.09256	1.09261	796	0	7
2024.03.13	01:00:00	1.09261	1.09277	1.09259	1.09273	106	0	0
2024.03.13	01:15:00	1.09273	1.09277	1.09269	1.09276	56	0	0
2024.03.13	01:30:00	1.09277	1.09278	1.09269	1.09270	238	0	0
2024.03.13	01:45:00	1.09270	1.09288	1.09268	1.09275	256	0	0
2024.03.13	02:00:00	1.09275	1.09288	1.09271	1.09280	352	0	0
2024.03.13	02:15:00	1.09281	1.09290	1.09274	1.09275	186	0	0
2024.03.13	02:30:00	1.09275	1.09285	1.09269	1.09272	270	0	0
2024.03.13	02:45:00	1.09272	1.09283	1.09265	1.09268	249	0	0
2024.03.13	03:00:00	1.09268	1.09287	1.09264	1.09271	547	0	0
2024.03.13	03:15:00	1.09271	1.09296	1.09269	1.09295	533	0	0
2024.03.13	03:30:00	1.09296	1.09297	1.09264	1.09275	388	0	0
2024.03.13	03:45:00	1.09275	1.09287	1.09259	1.09270	900	0	0
2024.03.13	04:00:00	1.09270	1.09290	1.09253	1.09254	1048	0	0
2024.03.13	04:15:00	1.09254	1.09264	1.09248	1.09255	545	0	0
2024.03.13	04:30:00	1.09255	1.09267	1.09245	1.09247	366	0	0
2024.03.13	04:45:00	1.09247	1.09253	1.09235	1.09240	775	0	0
2024.03.13	05:00:00	1.09241	1.09261	1.09235	1.09260	510	0	0
2024.03.13	05:15:00	1.09260	1.09265	1.09248	1.09250	369	0	0
2024.03.13	05:30:00	1.09250	1.09272	1.09246	1.09271	590	0	0
2024.03.13	05:45:00	1.09270	1.09276	1.09260	1.09270	657	0	0
2024.03.13	06:00:00	1.09270	1.09286	1.09253	1.09266	330	0	0
2024.03.13	06:15:00	1.09266	1.09303	1.09252	1.09302	548	0	0
2024.03.13	06:30:00	1.09302	1.09308	1.09274	1.09275	353	0	0
2024.03.13	06:45:00	1.09275	1.09283	1.09263	1.09279	351	0	0
2024.03.13	07:00:00	1.09279	1.09281	1.09265	1.09275	487	0	0
2024.03.13	07:15:00	1.09275	1.09282	1.09265	1.09266	351	0	0
2024.03.13	07:30:00	1.09266	1.09266	1.09245	1.09252	494	0	0
2024.03.13	07:45:00	1.09253	1.09257	1.09222	1.09235	539	0	0
2024.03.13	08:00:00	1.09236	1.09249	1.09228	1.09244	385	0	0
2024.03.13	08:15:00	1.09244	1.09265	1.09233	1.09256	336	0	0
2024.03.13	08:30:00	1.09256	1.09287	1.09254	1.09282	522	0	0
2024.03.13	08:45:00	1.09282	1.09290	1.09254	1.09288	438	0	0
2024.03.13	09:00:00	1.09288	1.09293	1.09278	1.09286	590	0	0
2024.03.13	09:15:00	1.09286	1.09292	1.09258	1.09272	479	0	0
2024.03.13	09:30:00	1.09272	1.09290	1.09254	1.09262	749	0	0
2024.03.13	09:45:00	1.09262	1.09285	1.09260	1.09280	548	0	0
2024.03.13	10:00:00	1.09280	1.09316	1.09271	1.09305	694	0	0
2024.03.13	10:15:00	1.09306	1.09320	1.09209	1.09226	644	0	0
2024.03.13	10:30:00	1.09226	1.09251	1.09218	1.09247	631	0	0
2024.03.13	10:45:00	1.09248	1.09273	1.09246	1.09267	610	0	0
2024.03.13	11:00:00	1.09268	1.09320	1.09262	1.09295	972	0	0
2024.03.13	11:15:00	1.09295	1.09309	1.09281	1.09299	856	0	0
2024.03.13	11:30:00	1.09299	1.09319	1.09280	1.09316	758	0	0
2024.03.13	11:45:00	1.09316	1.09329	1.09267	1.09277	835	0	0
2024.03.13	12:00:00	1.09278	1.09281	1.09231	1.09240	881	0	0
2024.03.13	12:15:00	1.09240	1.09252	1.09206	1.09210	1021	0	0
2024.03.13	12:30:00	1.09210	1.09249	1.09201	1.09231	842	0	0
2024.03.13	12:45:00	1.09231	1.09259	1.09223	1.09233	740	0	0
2024.03.13	13:00:00	1.09233	1.09280	1.09223	1.09280	710	0	0
2024.03.13	13:15:00	1.09280	1.09307	1.09267	1.09305	629	0	0
2024.03.13	13:30:00	1.09305	1.09328	1.09281	1.09318	607	0	0
2024.03.13	13:45:00	1.09318	1.09334	1.09291	1.09306	506	0	0
2024.03.13	14:00:00	1.09306	1.09356	1.09302	1.09353	537	0	0
2024.03.13	14:15:00	1.09353	1.09395	1.09348	1.09388	606	0	0
2024.03.13	14:30:00	1.09388	1.09416	1.09377	1.09406	629	0	0
2024.03.13	14:45:00	1.09406	1.09459	1.09406	1.09422	741	0	0
2024.03.13	15:00:00	1.09422	1.09451	1.09398	1.09438	1064	0	0
2024.03.13	15:15:00	1.09438	1.09475	1.09397	1.09398	1076	0	0
2024.03.13	15:30:00	1.09398	1.09401	1.09366	1.09401	1093	0	0
2024.03.13	15:45:00	1.09401	1.09409	1.09336	1.09367	1061	0	0
2024.03.13	16:00:00	1.09368	1.09411	1.09364	1.09396	1129	0	0
2024.03.13	16:15:00	1.09396	1.09401	1.09372	1.09377	950	0	0
2024.03.13	16:30:00	1.09377	1.09419	1.09360	1.09368	1410	0	0
2024.03.13	16:45:00	1.09368	1.09421	1.09363	1.09372	1233	0	0
2024.03.13	17:00:00	1.09372	1.09392	1.09314	1.09349	1293	0	0
2024.03.13	17:15:00	1.09354	1.09401	1.09350	1.09389	1106	0	0
2024.03.13	17:30:00	1.09387	1.09444	1.09364	1.09429	1278	0	0
2024.03.13	17:45:00	1.09430	1.09443	1.09390	1.09421	1289	0	0
2024.03.13	18:00:00	1.09421	1.09449	1.09406	1.09425	1282	0	0
2024.03.13	18:15:00	1.09425	1.09472	1.09423	1.09463	977	0	0
2024.03.13	18:30:00	1.09463	1.09463	1.09382	1.09386	1050	0	0
2024.03.13	18:45:00	1.09386	1.09451	1.09381	1.09435	1228	0	0
2024.03.13	19:00:00	1.09436	1.09443	1.09401	1.09431	897	0	0
2024.03.13	19:15:00	1.09431	1.09461	1.09421	1.09446	950	0	0
2024.03.13	19:30:00	1.09446	1.09456	1.09419	1.09430	1097	0	0
2024.03.13	19:45:00	1.09430	1.09495	1.09429	1.09491	972	0	0
2024.03.13	20:00:00	1.09492	1.09639	1.09487	1.09600	1840	0	0
2024.03.13	20:15:00	1.09600	1.09606	1.09564	1.09574	887	0	0
2024.03.13	20:30:00	1.09575	1.09612	1.09570	1.09586	706	0	0
2024.03.13	20:45:00	1.09585	1.09592	1.09565	1.09570	539	0	0
2024.03.13	21:00:00	1.09571	1.09585	1.09550	1.09551	735	0	0
2024.03.13	21:15:00	1.09551	1.09570	1.09536	1.09542	896	0	0
2024.03.13	21:30:00	1.09542	1.09556	1.09540	1.09547	713	0	0
2024.03.13	21:45:00	1.09548	1.09548	1.09503	1.09509	745	0	0
2024.03.13	22:00:00	1.09509	1.09518	1.09499	1.09500	810	0	0
2024.03.13	22:15:00	1.09501	1.09504	1.09465	1.09480	944	0	0
2024.03.13	22:30:00	1.09480	1.09482	1.09463	1.09472	834	0	0
2024.03.13	22:45:00	1.09472	1.09475	1.09457	1.09473	765	0	0
2024.03.13	23:00:00	1.09473	1.09493	1.09472	1.09483	285	0	0
2024.03.13	23:15:00	1.09483	1.09493	1.09475	1.09482	210	0	0
2024.03.13	23:30:00	1.09482	1.09488	1.09474	1.09475	246	0	0
2024.03.13	23:45:00	1.09475	1.09486	1.09470	1.09479	416	0	0
2024.03.14	00:00:00	1.09473	1.09520	1.09438	1.09483	239	0	34
2024.03.14	00:15:00	1.09483	1.09489	1.09467	1.09479	338	0	19
2024.03.14	00:30:00	1.09479	1.09509	1.09474	1.09484	1387	0	4
2024.03.14	00:45:00	1.09483	1.09493	1.09476	1.09479	220	0	4
2024.03.14	01:00:00	1.09479	1.09511	1.09479	1.09501	247	0	0
2024.03.14	01:15:00	1.09501	1.09511	1.09498	1.09506	185	0	0
2024.03.14	01:30:00	1.09506	1.09512	1.09504	1.09505	177	0	0
2024.03.14	01:45:00	1.09505	1.09507	1.09489	1.09489	115	0	0
2024.03.14	02:00:00	1.09489	1.09510	1.09489	1.09498	385	0	0
2024.03.14	02:15:00	1.09499	1.09521	1.09498	1.09521	259	0	0
2024.03.14	02:30:00	1.09520	1.09531	1.09519	1.09526	222	0	0
2024.03.14	02:45:00	1.09526	1.09532	1.09508	1.09532	311	0	0
2024.03.14	03:00:00	1.09532	1.09549	1.09486	1.09490	666	0	0
2024.03.14	03:15:00	1.09490	1.09498	1.09484	1.09492	312	0	0
2024.03.14	03:30:00	1.09493	1.09494	1.09461	1.09464	309	0	0
2024.03.14	03:45:00	1.09464	1.09500	1.09460	1.09487	468	0	0
2024.03.14	04:00:00	1.09488	1.09530	1.09462	1.09463	595	0	0
2024.03.14	04:15:00	1.09463	1.09480	1.09461	1.09478	467	0	0
2024.03.14	04:30:00	1.09479	1.09483	1.09453	1.09459	450	0	0
2024.03.14	04:45:00	1.09459	1.09494	1.09452	1.09490	307	0	0
2024.03.14	05:00:00	1.09490	1.09499	1.09459	1.09459	364	0	0
2024.03.14	05:15:00	1.09459	1.09462	1.09451	1.09454	246	0	0
2024.03.14	05:30:00	1.09454	1.09467	1.09449	1.09449	252	0	0
2024.03.14	05:45:00	1.09450	1.09455	1.09431	1.09439	352	0	0
2024.03.14	06:00:00	1.09440	1.09454	1.09437	1.09449	511	0	0
2024.03.14	06:15:00	1.09449	1.09454	1.09429	1.09435	439	0	0
2024.03.14	06:30:00	1.09435	1.09438	1.09414	1.09420	438	0	0
2024.03.14	06:45:00	1.09419	1.09435	1.09413	1.09423	445	0	0
2024.03.14	07:00:00	1.09423	1.09424	1.09403	1.09404	469	0	0
2024.03.14	07:15:00	1.09404	1.09417	1.09401	1.09408	348	0	0
2024.03.14	07:30:00	1.09408	1.09421	1.09391	1.09414	406	0	0
2024.03.14	07:45:00	1.09414	1.09429	1.09408	1.09425	310	0	0
2024.03.14	08:00:00	1.09425	1.09432	1.09411	1.09421	270	0	0
2024.03.14	08:15:00	1.09421	1.09425	1.09406	1.09414	273	0	0
2024.03.14	08:30:00	1.09414	1.09424	1.09409	1.09409	249	0	0
2024.03.14	08:45:00	1.09409	1.09410	1.09392	1.09397	332	0	0
2024.03.14	09:00:00	1.09398	1.09406	1.09393	1.09402	353	0	0
2024.03.14	09:15:00	1.09401	1.09420	1.09398	1.09406	356	0	0
2024.03.14	09:30:00	1.09406	1.09410	1.09385	1.09388	522	0	0
2024.03.14	09:45:00	1.09389	1.09392	1.09371	1.09378	675	0	0
2024.03.14	10:00:00	1.09377	1.09414	1.09377	1.09402	824	0	0
2024.03.14	10:15:00	1.09402	1.09430	1.09394	1.09420	637	0	0
2024.03.14	10:30:00	1.09419	1.09422	1.09317	1.09336	1322	0	0
2024.03.14	10:45:00	1.09337	1.09375	1.09332	1.09354	894	0	0
2024.03.14	11:00:00	1.09354	1.09390	1.09353	1.09378	1282	0	0
2024.03.14	11:15:00	1.09379	1.09442	1.09354	1.09424	1080	0	0
2024.03.14	11:30:00	1.09424	1.09425	1.09377	1.09389	1104	0	0
2024.03.14	11:45:00	1.09390	1.09400	1.09360	1.09378	967	0	0
2024.03.14	12:00:00	1.09379	1.09435	1.09370	1.09415	794	0	0
2024.03.14	12:15:00	1.09415	1.09415	1.09383	1.09405	811	0	0
2024.03.14	12:30:00	1.09405	1.09444	1.09396	1.09438	699	0	0
2024.03.14	12:45:00	1.09438	1.09444	1.09381	1.09414	712	0	0
2024.03.14	13:00:00	1.09415	1.09445	1.09381	1.09443	779	0	0
2024.03.14	13:15:00	1.09443	1.09455	1.09403	1.09404	558	0	0
2024.03.14	13:30:00	1.09403	1.09411	1.09379	1.09387	642	0	0
2024.03.14	13:45:00	1.09387	1.09420	1.09381	1.09397	672	0	0
2024.03.14	14:00:00	1.09397	1.09420	1.09377	1.09419	593	0	0
2024.03.14	14:15:00	1.09419	1.09436	1.09403	1.09413	590	0	0
2024.03.14	14:30:00	1.09413	1.09431	1.09405	1.09420	565	0	0
2024.03.14	14:45:00	1.09420	1.09431	1.09388	1.09415	724	0	0
2024.03.14	15:00:00	1.09415	1.09430	1.09389	1.09410	844	0	0
2024.03.14	15:15:00	1.09409	1.09413	1.09316	1.09350	1029	0	0
2024.03.14	15:30:00	1.09348	1.09448	1.09243	1.09419	3177	0	0
2024.03.14	15:45:00	1.09419	1.09423	1.09276	1.09301	2096	0	0
2024.03.14	16:00:00	1.09301	1.09312	1.09240	1.09277	1772	0	0
2024.03.14	16:15:00	1.09277	1.09295	1.09193	1.09194	2055	0	0
2024.03.14	16:30:00	1.09193	1.09207	1.09157	1.09176	1925	0	0
2024.03.14	16:45:00	1.09176	1.09186	1.09088	1.09121	1986	0	0
2024.03.14	17:00:00	1.09121	1.09142	1.09074	1.09091	1590	0	0
2024.03.14	17:15:00	1.09092	1.09096	1.09011	1.09046	1660	0	0
2024.03.14	17:30:00	1.09046	1.09079	1.09004	1.09021	1415	0	0
2024.03.14	17:45:00	1.09021	1.09033	1.08960	1.08978	1717	0	0
2024.03.14	18:00:00	1.08978	1.08996	1.08882	1.08900	1347	0	0
2024.03.14	18:15:00	1.08900	1.08912	1.08829	1.08858	1338	0	0
2024.03.14	18:30:00	1.08858	1.08890	1.08830	1.08844	1333	0	0
2024.03.14	18:45:00	1.08844	1.08888	1.08843	1.08877	1297	0	0
2024.03.14	19:00:00	1.08877	1.08916	1.08847	1.08884	1249	0	0
2024.03.14	19:15:00	1.08885	1.08927	1.08861	1.08911	1003	0	0
2024.03.14	19:30:00	1.08912	1.08927	1.08874	1.08881	962	0	0
2024.03.14	19:45:00	1.08881	1.08910	1.08852	1.08872	1115	0	0
2024.03.14	20:00:00	1.08872	1.08891	1.08853	1.08864	1076	0	0
2024.03.14	20:15:00	1.08864	1.08869	1.08846	1.08849	540	0	0
2024.03.14	20:30:00	1.08849	1.08854	1.08810	1.08849	826	0	0
2024.03.14	20:45:00	1.08849	1.08886	1.08843	1.08865	553	0	0
2024.03.14	21:00:00	1.08865	1.08898	1.08864	1.08887	651	0	0
2024.03.14	21:15:00	1.08887	1.08900	1.08850	1.08850	731	0	0
2024.03.14	21:30:00	1.08851	1.08882	1.08839	1.08880	788	0	0
2024.03.14	21:45:00	1.08880	1.08893	1.08842	1.08850	709	0	0
2024.03.14	22:00:00	1.08850	1.08865	1.08830	1.08831	895	0	0
2024.03.14	22:15:00	1.08831	1.08835	1.08812	1.08828	516	0	0
2024.03.14	22:30:00	1.08827	1.08829	1.08807	1.08826	673	0	0
2024.03.14	22:45:00	1.08826	1.08912	1.08820	1.08911	827	0	0
2024.03.14	23:00:00	1.08912	1.08919	1.08869	1.08869	555	0	0
2024.03.14	23:15:00	1.08869	1.08869	1.08837	1.08855	399	0	0
2024.03.14	23:30:00	1.08855	1.08862	1.08848	1.08850	280	0	0
2024.03.14	23:45:00	1.08851	1.08858	1.08831	1.08836	388	0	0
2024.03.15	00:00:00	1.08814	1.08843	1.08800	1.08836	168	0	15
2024.03.15	00:15:00	1.08836	1.08843	1.08830	1.08836	456	0	10
2024.03.15	00:30:00	1.08836	1.08841	1.08820	1.08834	1678	0	0
2024.03.15	00:45:00	1.08835	1.08852	1.08834	1.08851	327	0	8
2024.03.15	01:00:00	1.08851	1.08860	1.08839	1.08851	187	0	0
2024.03.15	01:15:00	1.08851	1.08854	1.08847	1.08850	114	0	0
2024.03.15	01:30:00	1.08850	1.08857	1.08850	1.08852	166	0	0
2024.03.15	01:45:00	1.08851	1.08852	1.08833	1.08841	150	0	0
2024.03.15	02:00:00	1.08841	1.08844	1.08831	1.08836	268	0	0
2024.03.15	02:15:00	1.08835	1.08850	1.08834	1.08841	287	0	0
2024.03.15	02:30:00	1.08841	1.08852	1.08825	1.08831	347	0	0
2024.03.15	02:45:00	1.08831	1.08836	1.08826	1.08827	329	0	0
2024.03.15	03:00:00	1.08827	1.08846	1.08784	1.08784	777	0	0
2024.03.15	03:15:00	1.08784	1.08802	1.08770	1.08770	551	0	0
2024.03.15	03:30:00	1.08771	1.08792	1.08770	1.08778	391	0	0
2024.03.15	03:45:00	1.08781	1.08815	1.08760	1.08780	701	0	0
2024.03.15	04:00:00	1.08780	1.08789	1.08768	1.08774	528	0	0
2024.03.15	04:15:00	1.08774	1.08784	1.08756	1.08772	631	0	0
2024.03.15	04:30:00	1.08772	1.08786	1.08761	1.08782	438	0	0
2024.03.15	04:45:00	1.08782	1.08802	1.08767	1.08772	576	0	0
2024.03.15	05:00:00	1.08772	1.08773	1.08752	1.08753	811	0	0
2024.03.15	05:15:00	1.08753	1.08767	1.08749	1.08753	589	0	0
2024.03.15	05:30:00	1.08753	1.08760	1.08730	1.08738	444	0	0
2024.03.15	05:45:00	1.08738	1.08754	1.08732	1.08733	405	0	0
2024.03.15	06:00:00	1.08733	1.08754	1.08733	1.08750	676	0	0
2024.03.15	06:15:00	1.08750	1.08770	1.08743	1.08764	519	0	0
2024.03.15	06:30:00	1.08764	1.08782	1.08763	1.08776	404	0	0
2024.03.15	06:45:00	1.08776	1.08778	1.08766	1.08770	330	0	0
2024.03.15	07:00:00	1.08770	1.08774	1.08762	1.08769	356	0	0
2024.03.15	07:15:00	1.08769	1.08771	1.08755	1.08763	348	0	0
2024.03.15	07:30:00	1.08763	1.08764	1.08757	1.08763	336	0	0
2024.03.15	07:45:00	1.08764	1.08769	1.08749	1.08766	772	0	0
2024.03.15	08:00:00	1.08765	1.08774	1.08751	1.08753	537	0	0
2024.03.15	08:15:00	1.08754	1.08761	1.08744	1.08745	260	0	0
2024.03.15	08:30:00	1.08745	1.08748	1.08733	1.08735	420	0	0
2024.03.15	08:45:00	1.08736	1.08772	1.08733	1.08771	533	0	0
2024.03.15	09:00:00	1.08770	1.08780	1.08756	1.08773	479	0	0
2024.03.15	09:15:00	1.08774	1.08791	1.08772	1.08784	543	0	0
2024.03.15	09:30:00	1.08784	1.08784	1.08763	1.08773	503	0	0
2024.03.15	09:45:00	1.08773	1.08807	1.08769	1.08798	835	0	0
2024.03.15	10:00:00	1.08798	1.08817	1.08786	1.08806	829	0	0
2024.03.15	10:15:00	1.08805	1.08822	1.08795	1.08817	620	0	0
2024.03.15	10:30:00	1.08817	1.08837	1.08810	1.08818	590	0	0
2024.03.15	10:45:00	1.08818	1.08850	1.08788	1.08809	782	0	0
2024.03.15	11:00:00	1.08809	1.08827	1.08782	1.08797	1123	0	0
2024.03.15	11:15:00	1.08797	1.08843	1.08781	1.08842	1062	0	0
2024.03.15	11:30:00	1.08842	1.08870	1.08820	1.08852	902	0	0
2024.03.15	11:45:00	1.08852	1.08853	1.08825	1.08830	1015	0	0
2024.03.15	12:00:00	1.08829	1.08883	1.08826	1.08866	836	0	0
2024.03.15	12:15:00	1.08865	1.08894	1.08853	1.08881	676	0	0
2024.03.15	12:30:00	1.08881	1.08902	1.08870	1.08895	666	0	0
2024.03.15	12:45:00	1.08895	1.08997	1.08892	1.08981	924	0	0
2024.03.15	13:00:00	1.08982	1.08997	1.08965	1.08965	989	0	0
2024.03.15	13:15:00	1.08964	1.08965	1.08933	1.08944	711	0	0
2024.03.15	13:30:00	1.08944	1.08949	1.08899	1.08900	633	0	0
2024.03.15	13:45:00	1.08901	1.08919	1.08891	1.08911	567	0	0
2024.03.15	14:00:00	1.08911	1.08913	1.08883	1.08889	646	0	0
2024.03.15	14:15:00	1.08889	1.08894	1.08870	1.08880	392	0	0
2024.03.15	14:30:00	1.08880	1.08951	1.08873	1.08950	605	0	0
2024.03.15	14:45:00	1.08950	1.08965	1.08934	1.08937	608	0	0
2024.03.15	15:00:00	1.08937	1.08942	1.08891	1.08920	1081	0	0
2024.03.15	15:15:00	1.08920	1.08937	1.08897	1.08900	1002	0	0
2024.03.15	15:30:00	1.08899	1.08941	1.08857	1.08859	1644	0	0
2024.03.15	15:45:00	1.08859	1.08902	1.08844	1.08873	1257	0	0
2024.03.15	16:00:00	1.08873	1.08941	1.08872	1.08933	1134	0	0
2024.03.15	16:15:00	1.08930	1.08949	1.08842	1.08845	1333	0	0
2024.03.15	16:30:00	1.08845	1.08917	1.08833	1.08868	1827	0	0
2024.03.15	16:45:00	1.08868	1.08900	1.08843	1.08865	1805	0	0
2024.03.15	17:00:00	1.08865	1.08928	1.08844	1.08920	1780	0	0
2024.03.15	17:15:00	1.08918	1.08945	1.08873	1.08880	1381	0	0
2024.03.15	17:30:00	1.08881	1.08925	1.08876	1.08883	1300	0	0
2024.03.15	17:45:00	1.08883	1.08916	1.08865	1.08880	1273	0	0
2024.03.15	18:00:00	1.08880	1.08891	1.08859	1.08867	1060	0	0
2024.03.15	18:15:00	1.08866	1.08887	1.08842	1.08872	871	0	0
2024.03.15	18:30:00	1.08872	1.08880	1.08846	1.08860	954	0	0
2024.03.15	18:45:00	1.08861	1.08885	1.08813	1.08877	1274	0	0
2024.03.15	19:00:00	1.08877	1.08887	1.08837	1.08881	1265	0	0
2024.03.15	19:15:00	1.08881	1.08896	1.08870	1.08885	809	0	0
2024.03.15	19:30:00	1.08884	1.08897	1.08861	1.08870	944	0	0
2024.03.15	19:45:00	1.08870	1.08900	1.08856	1.08859	947	0	0
2024.03.15	20:00:00	1.08858	1.08880	1.08848	1.08849	1411	0	0
2024.03.15	20:15:00	1.08849	1.08880	1.08839	1.08851	805	0	0
2024.03.15	20:30:00	1.08851	1.08861	1.08837	1.08845	729	0	0
2024.03.15	20:45:00	1.08845	1.08856	1.08834	1.08838	606	0	0
2024.03.15	21:00:00	1.08839	1.08874	1.08838	1.08854	748	0	0
2024.03.15	21:15:00	1.08854	1.08870	1.08849	1.08864	679	0	0
2024.03.15	21:30:00	1.08865	1.08909	1.08863	1.08897	599	0	0
2024.03.15	21:45:00	1.08898	1.08912	1.08878	1.08904	652	0	0
2024.03.15	22:00:00	1.08903	1.08912	1.08885	1.08909	447	0	0
2024.03.15	22:15:00	1.08909	1.08914	1.08895	1.08912	467	0	0
2024.03.15	22:30:00	1.08912	1.08913	1.08893	1.08895	394	0	0
2024.03.15	22:45:00	1.08895	1.08897	1.08870	1.08894	588	0	0
2024.03.15	23:00:00	1.08894	1.08897	1.08877	1.08882	302	0	0
2024.03.15	23:15:00	1.08881	1.08892	1.08871	1.08892	201	0	0
2024.03.15	23:30:00	1.08892	1.08898	1.08887	1.08892	165	0	0
2024.03.15	23:45:00	1.08893	1.08896	1.08866	1.08866	276	0	0
2024.03.18	00:00:00	1.08903	1.08910	1.08756	1.08807	177	0	12
2024.03.18	00:15:00	1.08807	1.08879	1.08762	1.08864	151	0	21
2024.03.18	00:30:00	1.08870	1.08886	1.08841	1.08885	110	0	23
2024.03.18	00:45:00	1.08885	1.08891	1.08879	1.08880	48	0	20
2024.03.18	01:00:00	1.08880	1.08911	1.08877	1.08897	226	0	0
2024.03.18	01:15:00	1.08897	1.08898	1.08878	1.08879	138	0	0
2024.03.18	01:30:00	1.08879	1.08881	1.08869	1.08872	160	0	0
2024.03.18	01:45:00	1.08872	1.08880	1.08861	1.08866	290	0	0
2024.03.18	02:00:00	1.08866	1.08867	1.08841	1.08843	570	0	0
2024.03.18	02:15:00	1.08843	1.08848	1.08826	1.08829	479	0	0
2024.03.18	02:30:00	1.08829	1.08836	1.08818	1.08821	348	0	0
2024.03.18	02:45:00	1.08821	1.08837	1.08818	1.08836	351	0	0
2024.03.18	03:00:00	1.08837	1.08845	1.08805	1.08839	473	0	0
2024.03.18	03:15:00	1.08839	1.08872	1.08836	1.08866	363	0	0
2024.03.18	03:30:00	1.08867	1.08874	1.08853	1.08860	234	0	0
2024.03.18	03:45:00	1.08860	1.08882	1.08853	1.08853	527	0	0
2024.03.18	04:00:00	1.08853	1.08865	1.08846	1.08865	441	0	0
2024.03.18	04:15:00	1.08865	1.08865	1.08829	1.08838	492	0	0
2024.03.18	04:30:00	1.08839	1.08873	1.08839	1.08871	451	0	0
2024.03.18	04:45:00	1.08871	1.08901	1.08862	1.08892	435	0	0
2024.03.18	05:00:00	1.08892	1.08903	1.08878	1.08882	629	0	0
2024.03.18	05:15:00	1.08882	1.08897	1.08877	1.08895	415	0	0
2024.03.18	05:30:00	1.08894	1.08910	1.08890	1.08900	452	0	0
2024.03.18	05:45:00	1.08901	1.08919	1.08888	1.08892	604	0	0
2024.03.18	06:00:00	1.08893	1.08900	1.08887	1.08890	273	0	0
2024.03.18	06:15:00	1.08890	1.08897	1.08886	1.08891	231	0	0
2024.03.18	06:30:00	1.08891	1.08906	1.08864	1.08864	365	0	0
2024.03.18	06:45:00	1.08865	1.08866	1.08854	1.08854	334	0	0
2024.03.18	07:00:00	1.08854	1.08866	1.08853	1.08864	256	0	0
2024.03.18	07:15:00	1.08864	1.08871	1.08860	1.08864	148	0	0
2024.03.18	07:30:00	1.08864	1.08878	1.08860	1.08870	225	0	0
