<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.02	00:00:00	1.10435	1.10435	1.10415	1.10427	32	0	22
2024.01.02	00:15:00	1.10427	1.10435	1.10413	1.10434	36	0	13
2024.01.02	00:30:00	1.10434	1.10436	1.10423	1.10435	30	0	3
2024.01.02	00:45:00	1.10428	1.10446	1.10416	1.10438	76	0	5
2024.01.02	01:00:00	1.10435	1.10446	1.10384	1.10385	189	0	0
2024.01.02	01:15:00	1.10384	1.10385	1.10373	1.10378	117	0	0
2024.01.02	01:30:00	1.10378	1.10384	1.10364	1.10368	160	0	0
2024.01.02	01:45:00	1.10368	1.10374	1.10358	1.10367	222	0	0
2024.01.02	02:00:00	1.10368	1.10380	1.10368	1.10374	199	0	0
2024.01.02	02:15:00	1.10374	1.10376	1.10344	1.10348	199	0	0
2024.01.02	02:30:00	1.10348	1.10359	1.10348	1.10359	155	0	0
2024.01.02	02:45:00	1.10359	1.10384	1.10358	1.10384	183	0	0
2024.01.02	03:00:00	1.10382	1.10435	1.10378	1.10388	472	0	0
2024.01.02	03:15:00	1.10389	1.10432	1.10388	1.10396	412	0	0
2024.01.02	03:30:00	1.10396	1.10400	1.10370	1.10384	365	0	0
2024.01.02	03:45:00	1.10386	1.10402	1.10344	1.10350	303	0	0
2024.01.02	04:00:00	1.10350	1.10360	1.10316	1.10320	325	0	0
2024.01.02	04:15:00	1.10320	1.10320	1.10262	1.10263	235	0	0
2024.01.02	04:30:00	1.10263	1.10269	1.10222	1.10238	382	0	0
2024.01.02	04:45:00	1.10238	1.10241	1.10184	1.10190	369	0	0
2024.01.02	05:00:00	1.10190	1.10238	1.10178	1.10225	265	0	0
2024.01.02	05:15:00	1.10225	1.10241	1.10208	1.10214	229	0	0
2024.01.02	05:30:00	1.10214	1.10234	1.10210	1.10232	191	0	0
2024.01.02	05:45:00	1.10232	1.10249	1.10232	1.10246	173	0	0
2024.01.02	06:00:00	1.10246	1.10250	1.10210	1.10221	193	0	0
2024.01.02	06:15:00	1.10226	1.10226	1.10194	1.10195	138	0	0
2024.01.02	06:30:00	1.10196	1.10206	1.10176	1.10178	184	0	0
2024.01.02	06:45:00	1.10177	1.10212	1.10168	1.10212	177	0	0
2024.01.02	07:00:00	1.10212	1.10252	1.10210	1.10251	254	0	0
2024.01.02	07:15:00	1.10251	1.10284	1.10248	1.10268	265	0	0
2024.01.02	07:30:00	1.10268	1.10306	1.10266	1.10302	219	0	0
2024.01.02	07:45:00	1.10302	1.10338	1.10296	1.10336	326	0	0
2024.01.02	08:00:00	1.10336	1.10343	1.10319	1.10324	307	0	0
2024.01.02	08:15:00	1.10323	1.10338	1.10301	1.10321	308	0	0
2024.01.02	08:30:00	1.10321	1.10348	1.10310	1.10338	302	0	0
2024.01.02	08:45:00	1.10338	1.10353	1.10269	1.10287	299	0	0
2024.01.02	09:00:00	1.10287	1.10311	1.10247	1.10284	597	0	0
2024.01.02	09:15:00	1.10283	1.10378	1.10278	1.10373	608	0	0
2024.01.02	09:30:00	1.10373	1.10381	1.10299	1.10302	573	0	0
2024.01.02	09:45:00	1.10301	1.10315	1.10154	1.10154	1030	0	0
2024.01.02	10:00:00	1.10164	1.10390	1.10164	1.10325	1142	0	0
2024.01.02	10:15:00	1.10324	1.10341	1.10278	1.10289	892	0	0
2024.01.02	10:30:00	1.10288	1.10330	1.10282	1.10292	791	0	0
2024.01.02	10:45:00	1.10295	1.10331	1.10254	1.10299	864	0	0
2024.01.02	11:00:00	1.10295	1.10365	1.10291	1.10353	758	0	0
2024.01.02	11:15:00	1.10351	1.10381	1.10332	1.10334	618	0	0
2024.01.02	11:30:00	1.10333	1.10352	1.10192	1.10197	704	0	0
2024.01.02	11:45:00	1.10192	1.10200	1.10108	1.10153	801	0	0
2024.01.02	12:00:00	1.10151	1.10171	1.09973	1.10002	810	0	0
2024.01.02	12:15:00	1.10001	1.10059	1.09998	1.10039	736	0	0
2024.01.02	12:30:00	1.10039	1.10103	1.10030	1.10099	652	0	0
2024.01.02	12:45:00	1.10099	1.10112	1.10030	1.10075	786	0	0
2024.01.02	13:00:00	1.10071	1.10076	1.09893	1.09896	907	0	0
2024.01.02	13:15:00	1.09896	1.09920	1.09787	1.09804	996	0	0
2024.01.02	13:30:00	1.09803	1.09803	1.09706	1.09712	932	0	0
2024.01.02	13:45:00	1.09711	1.09730	1.09667	1.09693	702	0	0
2024.01.02	14:00:00	1.09695	1.09720	1.09680	1.09694	584	0	0
2024.01.02	14:15:00	1.09694	1.09696	1.09614	1.09658	633	0	0
2024.01.02	14:30:00	1.09657	1.09683	1.09581	1.09609	695	0	0
2024.01.02	14:45:00	1.09609	1.09635	1.09538	1.09539	755	0	0
2024.01.02	15:00:00	1.09541	1.09588	1.09537	1.09580	904	0	0
2024.01.02	15:15:00	1.09580	1.09622	1.09519	1.09579	948	0	0
2024.01.02	15:30:00	1.09583	1.09651	1.09572	1.09645	903	0	0
2024.01.02	15:45:00	1.09644	1.09649	1.09495	1.09530	892	0	0
2024.01.02	16:00:00	1.09524	1.09574	1.09452	1.09462	1023	0	0
2024.01.02	16:15:00	1.09463	1.09539	1.09449	1.09521	877	0	0
2024.01.02	16:30:00	1.09512	1.09638	1.09512	1.09573	1117	0	0
2024.01.02	16:45:00	1.09596	1.09643	1.09518	1.09630	1457	0	0
2024.01.02	17:00:00	1.09633	1.09684	1.09554	1.09579	1419	0	0
2024.01.02	17:15:00	1.09580	1.09619	1.09532	1.09595	1169	0	0
2024.01.02	17:30:00	1.09594	1.09594	1.09500	1.09527	1281	0	0
2024.01.02	17:45:00	1.09527	1.09557	1.09411	1.09436	1111	0	0
2024.01.02	18:00:00	1.09439	1.09582	1.09410	1.09576	944	0	0
2024.01.02	18:15:00	1.09572	1.09618	1.09558	1.09580	858	0	0
2024.01.02	18:30:00	1.09580	1.09580	1.09445	1.09466	739	0	0
2024.01.02	18:45:00	1.09466	1.09582	1.09466	1.09566	649	0	0
2024.01.02	19:00:00	1.09565	1.09576	1.09482	1.09509	534	0	0
2024.01.02	19:15:00	1.09509	1.09558	1.09459	1.09536	739	0	0
2024.01.02	19:30:00	1.09535	1.09562	1.09516	1.09517	511	0	0
2024.01.02	19:45:00	1.09517	1.09527	1.09469	1.09507	590	0	0
2024.01.02	20:00:00	1.09506	1.09545	1.09480	1.09531	530	0	0
2024.01.02	20:15:00	1.09531	1.09561	1.09526	1.09546	482	0	0
2024.01.02	20:30:00	1.09545	1.09552	1.09478	1.09484	407	0	0
2024.01.02	20:45:00	1.09484	1.09504	1.09465	1.09467	540	0	0
2024.01.02	21:00:00	1.09467	1.09477	1.09428	1.09466	406	0	0
2024.01.02	21:15:00	1.09466	1.09500	1.09445	1.09495	412	0	0
2024.01.02	21:30:00	1.09494	1.09502	1.09462	1.09481	277	0	0
2024.01.02	21:45:00	1.09482	1.09489	1.09453	1.09466	393	0	0
2024.01.02	22:00:00	1.09466	1.09514	1.09457	1.09486	409	0	0
2024.01.02	22:15:00	1.09486	1.09506	1.09458	1.09460	371	0	0
2024.01.02	22:30:00	1.09459	1.09486	1.09459	1.09471	457	0	0
2024.01.02	22:45:00	1.09471	1.09487	1.09423	1.09432	557	0	0
2024.01.02	23:00:00	1.09431	1.09433	1.09396	1.09413	328	0	0
2024.01.02	23:15:00	1.09413	1.09427	1.09392	1.09394	228	0	0
2024.01.02	23:30:00	1.09383	1.09414	1.09383	1.09410	179	0	0
2024.01.02	23:45:00	1.09410	1.09425	1.09406	1.09414	240	0	0
2024.01.03	00:00:00	1.09421	1.09432	1.09383	1.09391	87	0	5
2024.01.03	00:15:00	1.09391	1.09412	1.09378	1.09385	228	0	7
2024.01.03	00:30:00	1.09385	1.09399	1.09381	1.09391	244	0	9
2024.01.03	00:45:00	1.09397	1.09425	1.09395	1.09406	119	0	3
2024.01.03	01:00:00	1.09411	1.09440	1.09411	1.09433	120	0	0
2024.01.03	01:15:00	1.09432	1.09432	1.09416	1.09432	149	0	0
2024.01.03	01:30:00	1.09430	1.09432	1.09416	1.09420	159	0	0
2024.01.03	01:45:00	1.09420	1.09437	1.09410	1.09416	155	0	0
2024.01.03	02:00:00	1.09416	1.09449	1.09414	1.09449	173	0	0
2024.01.03	02:15:00	1.09448	1.09490	1.09442	1.09490	190	0	0
2024.01.03	02:30:00	1.09489	1.09508	1.09484	1.09500	240	0	0
2024.01.03	02:45:00	1.09500	1.09506	1.09484	1.09496	170	0	0
2024.01.03	03:00:00	1.09496	1.09510	1.09481	1.09499	331	0	0
2024.01.03	03:15:00	1.09498	1.09513	1.09450	1.09509	525	0	0
2024.01.03	03:30:00	1.09509	1.09546	1.09504	1.09546	373	0	0
2024.01.03	03:45:00	1.09546	1.09549	1.09510	1.09516	268	0	0
2024.01.03	04:00:00	1.09516	1.09532	1.09500	1.09510	332	0	0
2024.01.03	04:15:00	1.09510	1.09514	1.09487	1.09490	247	0	0
2024.01.03	04:30:00	1.09489	1.09502	1.09488	1.09496	179	0	0
2024.01.03	04:45:00	1.09496	1.09532	1.09494	1.09524	258	0	0
2024.01.03	05:00:00	1.09524	1.09547	1.09489	1.09490	248	0	0
2024.01.03	05:15:00	1.09490	1.09538	1.09490	1.09536	194	0	0
2024.01.03	05:30:00	1.09536	1.09594	1.09534	1.09594	219	0	0
2024.01.03	05:45:00	1.09594	1.09623	1.09593	1.09610	322	0	0
2024.01.03	06:00:00	1.09609	1.09625	1.09598	1.09608	190	0	0
2024.01.03	06:15:00	1.09608	1.09622	1.09604	1.09604	216	0	0
2024.01.03	06:30:00	1.09604	1.09618	1.09595	1.09598	123	0	0
2024.01.03	06:45:00	1.09598	1.09626	1.09590	1.09625	141	0	0
2024.01.03	07:00:00	1.09625	1.09630	1.09606	1.09610	224	0	0
2024.01.03	07:15:00	1.09611	1.09625	1.09588	1.09588	204	0	0
2024.01.03	07:30:00	1.09588	1.09612	1.09564	1.09570	312	0	0
2024.01.03	07:45:00	1.09570	1.09570	1.09514	1.09514	319	0	0
2024.01.03	08:00:00	1.09514	1.09568	1.09513	1.09568	366	0	0
2024.01.03	08:15:00	1.09568	1.09584	1.09548	1.09577	369	0	0
2024.01.03	08:30:00	1.09577	1.09590	1.09575	1.09588	295	0	0
2024.01.03	08:45:00	1.09586	1.09610	1.09586	1.09588	233	0	0
2024.01.03	09:00:00	1.09582	1.09600	1.09547	1.09552	585	0	0
2024.01.03	09:15:00	1.09552	1.09590	1.09516	1.09576	549	0	0
2024.01.03	09:30:00	1.09576	1.09628	1.09571	1.09575	669	0	0
2024.01.03	09:45:00	1.09572	1.09628	1.09554	1.09605	515	0	0
2024.01.03	10:00:00	1.09600	1.09654	1.09580	1.09642	869	0	0
2024.01.03	10:15:00	1.09642	1.09644	1.09505	1.09530	833	0	0
2024.01.03	10:30:00	1.09531	1.09580	1.09503	1.09561	846	0	0
2024.01.03	10:45:00	1.09562	1.09567	1.09508	1.09528	744	0	0
2024.01.03	11:00:00	1.09526	1.09564	1.09428	1.09433	829	0	0
2024.01.03	11:15:00	1.09435	1.09452	1.09361	1.09388	807	0	0
2024.01.03	11:30:00	1.09387	1.09444	1.09387	1.09393	626	0	0
2024.01.03	11:45:00	1.09394	1.09416	1.09349	1.09364	606	0	0
2024.01.03	12:00:00	1.09364	1.09392	1.09340	1.09352	574	0	0
2024.01.03	12:15:00	1.09352	1.09352	1.09292	1.09298	542	0	0
2024.01.03	12:30:00	1.09295	1.09345	1.09263	1.09278	574	0	0
2024.01.03	12:45:00	1.09278	1.09343	1.09276	1.09280	525	0	0
2024.01.03	13:00:00	1.09280	1.09298	1.09225	1.09228	725	0	0
2024.01.03	13:15:00	1.09228	1.09257	1.09210	1.09230	544	0	0
2024.01.03	13:30:00	1.09229	1.09236	1.09155	1.09179	771	0	0
2024.01.03	13:45:00	1.09179	1.09212	1.09167	1.09197	709	0	0
2024.01.03	14:00:00	1.09196	1.09260	1.09180	1.09258	679	0	0
2024.01.03	14:15:00	1.09257	1.09323	1.09251	1.09263	646	0	0
2024.01.03	14:30:00	1.09262	1.09282	1.09190	1.09206	622	0	0
2024.01.03	14:45:00	1.09206	1.09251	1.09147	1.09170	717	0	0
2024.01.03	15:00:00	1.09169	1.09213	1.09161	1.09179	904	0	0
2024.01.03	15:15:00	1.09179	1.09223	1.09102	1.09216	1054	0	0
2024.01.03	15:30:00	1.09210	1.09302	1.09200	1.09213	1207	0	0
2024.01.03	15:45:00	1.09214	1.09235	1.09157	1.09218	1108	0	0
2024.01.03	16:00:00	1.09218	1.09242	1.09132	1.09149	1110	0	0
2024.01.03	16:15:00	1.09149	1.09196	1.09111	1.09156	900	0	0
2024.01.03	16:30:00	1.09154	1.09187	1.09101	1.09180	1311	0	0
2024.01.03	16:45:00	1.09180	1.09266	1.09140	1.09184	1082	0	0
2024.01.03	17:00:00	1.09135	1.09388	1.09102	1.09161	2096	0	0
2024.01.03	17:15:00	1.09161	1.09242	1.09104	1.09158	1646	0	0
2024.01.03	17:30:00	1.09154	1.09189	1.09048	1.09086	1551	0	0
2024.01.03	17:45:00	1.09086	1.09086	1.08981	1.09047	1416	0	0
2024.01.03	18:00:00	1.09048	1.09109	1.09029	1.09103	1202	0	0
2024.01.03	18:15:00	1.09103	1.09183	1.09103	1.09131	1047	0	0
2024.01.03	18:30:00	1.09131	1.09156	1.09111	1.09119	1018	0	0
2024.01.03	18:45:00	1.09116	1.09139	1.09067	1.09082	832	0	0
2024.01.03	19:00:00	1.09083	1.09095	1.09036	1.09040	864	0	0
2024.01.03	19:15:00	1.09040	1.09095	1.09040	1.09092	574	0	0
2024.01.03	19:30:00	1.09090	1.09104	1.09063	1.09090	631	0	0
2024.01.03	19:45:00	1.09090	1.09096	1.09034	1.09067	624	0	0
2024.01.03	20:00:00	1.09066	1.09149	1.09066	1.09119	636	0	0
2024.01.03	20:15:00	1.09119	1.09140	1.09105	1.09107	669	0	0
2024.01.03	20:30:00	1.09107	1.09108	1.09028	1.09044	589	0	0
2024.01.03	20:45:00	1.09043	1.09079	1.09032	1.09058	690	0	0
2024.01.03	21:00:00	1.09059	1.09118	1.08931	1.08958	1735	0	0
2024.01.03	21:15:00	1.08958	1.09240	1.08958	1.09229	1432	0	0
2024.01.03	21:30:00	1.09232	1.09259	1.09145	1.09226	1349	0	0
2024.01.03	21:45:00	1.09221	1.09253	1.09156	1.09177	1136	0	0
2024.01.03	22:00:00	1.09181	1.09219	1.09153	1.09209	999	0	0
2024.01.03	22:15:00	1.09209	1.09234	1.09150	1.09177	804	0	0
2024.01.03	22:30:00	1.09180	1.09206	1.09167	1.09189	928	0	0
2024.01.03	22:45:00	1.09188	1.09224	1.09179	1.09213	738	0	0
2024.01.03	23:00:00	1.09213	1.09220	1.09187	1.09214	342	0	0
2024.01.03	23:15:00	1.09212	1.09236	1.09200	1.09228	243	0	0
2024.01.03	23:30:00	1.09228	1.09230	1.09194	1.09205	206	0	0
2024.01.03	23:45:00	1.09205	1.09221	1.09190	1.09220	253	0	0
2024.01.04	00:00:00	1.09203	1.09208	1.09070	1.09185	144	0	11
2024.01.04	00:15:00	1.09185	1.09221	1.09173	1.09191	213	0	5
2024.01.04	00:30:00	1.09190	1.09217	1.09187	1.09198	117	0	3
2024.01.04	00:45:00	1.09198	1.09214	1.09190	1.09202	160	0	6
2024.01.04	01:00:00	1.09220	1.09256	1.09220	1.09249	237	0	0
2024.01.04	01:15:00	1.09249	1.09250	1.09223	1.09245	199	0	0
2024.01.04	01:30:00	1.09244	1.09256	1.09239	1.09248	173	0	0
2024.01.04	01:45:00	1.09248	1.09277	1.09246	1.09262	185	0	0
2024.01.04	02:00:00	1.09262	1.09267	1.09214	1.09242	276	0	0
2024.01.04	02:15:00	1.09242	1.09268	1.09241	1.09256	259	0	0
2024.01.04	02:30:00	1.09255	1.09259	1.09210	1.09215	232	0	0
2024.01.04	02:45:00	1.09214	1.09233	1.09198	1.09226	323	0	0
2024.01.04	03:00:00	1.09226	1.09242	1.09201	1.09204	340	0	0
2024.01.04	03:15:00	1.09205	1.09230	1.09190	1.09193	336	0	0
2024.01.04	03:30:00	1.09192	1.09197	1.09165	1.09172	417	0	0
2024.01.04	03:45:00	1.09172	1.09199	1.09170	1.09178	288	0	0
2024.01.04	04:00:00	1.09180	1.09191	1.09177	1.09190	245	0	0
2024.01.04	04:15:00	1.09190	1.09191	1.09161	1.09185	316	0	0
2024.01.04	04:30:00	1.09185	1.09202	1.09182	1.09192	280	0	0
2024.01.04	04:45:00	1.09191	1.09201	1.09176	1.09196	267	0	0
2024.01.04	05:00:00	1.09196	1.09233	1.09195	1.09231	305	0	0
2024.01.04	05:15:00	1.09231	1.09272	1.09224	1.09269	350	0	0
2024.01.04	05:30:00	1.09269	1.09308	1.09262	1.09262	430	0	0
2024.01.04	05:45:00	1.09262	1.09270	1.09255	1.09264	209	0	0
2024.01.04	06:00:00	1.09264	1.09276	1.09248	1.09265	201	0	0
2024.01.04	06:15:00	1.09265	1.09269	1.09248	1.09254	230	0	0
2024.01.04	06:30:00	1.09254	1.09288	1.09251	1.09284	223	0	0
2024.01.04	06:45:00	1.09284	1.09284	1.09253	1.09262	305	0	0
2024.01.04	07:00:00	1.09262	1.09262	1.09230	1.09242	469	0	0
2024.01.04	07:15:00	1.09242	1.09258	1.09234	1.09234	229	0	0
2024.01.04	07:30:00	1.09235	1.09247	1.09221	1.09237	358	0	0
2024.01.04	07:45:00	1.09236	1.09270	1.09231	1.09266	345	0	0
2024.01.04	08:00:00	1.09266	1.09295	1.09266	1.09295	369	0	0
2024.01.04	08:15:00	1.09295	1.09347	1.09293	1.09317	395	0	0
2024.01.04	08:30:00	1.09315	1.09319	1.09210	1.09229	598	0	0
2024.01.04	08:45:00	1.09229	1.09328	1.09228	1.09326	515	0	0
2024.01.04	09:00:00	1.09324	1.09379	1.09298	1.09371	700	0	0
2024.01.04	09:15:00	1.09365	1.09374	1.09296	1.09332	627	0	0
2024.01.04	09:30:00	1.09332	1.09439	1.09328	1.09431	814	0	0
2024.01.04	09:45:00	1.09418	1.09432	1.09348	1.09376	803	0	0
2024.01.04	10:00:00	1.09376	1.09447	1.09347	1.09434	966	0	0
2024.01.04	10:15:00	1.09434	1.09488	1.09415	1.09426	955	0	0
2024.01.04	10:30:00	1.09426	1.09432	1.09371	1.09406	880	0	0
2024.01.04	10:45:00	1.09401	1.09560	1.09389	1.09534	1027	0	0
2024.01.04	11:00:00	1.09533	1.09573	1.09454	1.09507	1025	0	0
2024.01.04	11:15:00	1.09508	1.09581	1.09502	1.09569	869	0	0
2024.01.04	11:30:00	1.09570	1.09669	1.09563	1.09662	824	0	0
2024.01.04	11:45:00	1.09663	1.09692	1.09635	1.09676	914	0	0
2024.01.04	12:00:00	1.09681	1.09723	1.09625	1.09625	838	0	0
2024.01.04	12:15:00	1.09624	1.09674	1.09591	1.09611	562	0	0
2024.01.04	12:30:00	1.09611	1.09651	1.09583	1.09590	611	0	0
2024.01.04	12:45:00	1.09585	1.09602	1.09544	1.09556	644	0	0
2024.01.04	13:00:00	1.09557	1.09571	1.09531	1.09541	466	0	0
2024.01.04	13:15:00	1.09541	1.09564	1.09497	1.09549	562	0	0
2024.01.04	13:30:00	1.09549	1.09579	1.09529	1.09553	500	0	0
2024.01.04	13:45:00	1.09552	1.09554	1.09462	1.09479	509	0	0
2024.01.04	14:00:00	1.09480	1.09512	1.09468	1.09499	684	0	0
2024.01.04	14:15:00	1.09500	1.09551	1.09489	1.09544	508	0	0
2024.01.04	14:30:00	1.09544	1.09556	1.09506	1.09552	535	0	0
2024.01.04	14:45:00	1.09552	1.09559	1.09516	1.09524	493	0	0
2024.01.04	15:00:00	1.09524	1.09543	1.09485	1.09511	792	0	0
2024.01.04	15:15:00	1.09508	1.09554	1.09451	1.09481	1144	0	0
2024.01.04	15:30:00	1.09445	1.09462	1.09328	1.09420	1429	0	0
2024.01.04	15:45:00	1.09421	1.09499	1.09386	1.09472	1136	0	0
2024.01.04	16:00:00	1.09472	1.09506	1.09394	1.09425	1115	0	0
2024.01.04	16:15:00	1.09422	1.09486	1.09408	1.09430	958	0	0
2024.01.04	16:30:00	1.09429	1.09478	1.09383	1.09449	1101	0	0
2024.01.04	16:45:00	1.09442	1.09470	1.09401	1.09456	1268	0	0
2024.01.04	17:00:00	1.09454	1.09615	1.09454	1.09611	1379	0	0
2024.01.04	17:15:00	1.09612	1.09651	1.09559	1.09647	974	0	0
2024.01.04	17:30:00	1.09647	1.09652	1.09562	1.09626	1091	0	0
2024.01.04	17:45:00	1.09626	1.09655	1.09534	1.09553	1207	0	0
2024.01.04	18:00:00	1.09554	1.09628	1.09543	1.09614	935	0	0
2024.01.04	18:15:00	1.09612	1.09638	1.09583	1.09598	886	0	0
2024.01.04	18:30:00	1.09599	1.09618	1.09551	1.09555	740	0	0
2024.01.04	18:45:00	1.09556	1.09594	1.09550	1.09562	770	0	0
2024.01.04	19:00:00	1.09562	1.09600	1.09541	1.09554	642	0	0
2024.01.04	19:15:00	1.09554	1.09588	1.09455	1.09460	673	0	0
2024.01.04	19:30:00	1.09460	1.09489	1.09419	1.09471	544	0	0
2024.01.04	19:45:00	1.09471	1.09506	1.09442	1.09506	530	0	0
2024.01.04	20:00:00	1.09505	1.09520	1.09493	1.09512	436	0	0
2024.01.04	20:15:00	1.09512	1.09545	1.09493	1.09494	532	0	0
2024.01.04	20:30:00	1.09496	1.09511	1.09480	1.09483	441	0	0
2024.01.04	20:45:00	1.09483	1.09505	1.09461	1.09470	485	0	0
2024.01.04	21:00:00	1.09472	1.09477	1.09451	1.09460	416	0	0
2024.01.04	21:15:00	1.09461	1.09475	1.09435	1.09445	440	0	0
2024.01.04	21:30:00	1.09445	1.09462	1.09436	1.09449	335	0	0
2024.01.04	21:45:00	1.09449	1.09499	1.09444	1.09471	487	0	0
2024.01.04	22:00:00	1.09471	1.09477	1.09446	1.09462	402	0	0
2024.01.04	22:15:00	1.09461	1.09462	1.09432	1.09449	492	0	0
2024.01.04	22:30:00	1.09450	1.09480	1.09444	1.09450	396	0	0
2024.01.04	22:45:00	1.09450	1.09494	1.09438	1.09493	472	0	0
2024.01.04	23:00:00	1.09492	1.09500	1.09470	1.09495	337	0	0
2024.01.04	23:15:00	1.09495	1.09501	1.09475	1.09480	191	0	0
2024.01.04	23:30:00	1.09480	1.09482	1.09458	1.09475	192	0	0
2024.01.04	23:45:00	1.09475	1.09486	1.09448	1.09459	215	0	0
2024.01.05	00:00:00	1.09441	1.09468	1.09390	1.09468	130	0	26
2024.01.05	00:15:00	1.09468	1.09488	1.09427	1.09453	248	0	4
2024.01.05	00:30:00	1.09452	1.09492	1.09444	1.09469	298	0	9
2024.01.05	00:45:00	1.09469	1.09481	1.09437	1.09465	379	0	3
2024.01.05	01:00:00	1.09464	1.09492	1.09445	1.09464	128	0	0
2024.01.05	01:15:00	1.09464	1.09472	1.09444	1.09445	134	0	0
2024.01.05	01:30:00	1.09445	1.09461	1.09434	1.09450	107	0	0
2024.01.05	01:45:00	1.09450	1.09472	1.09450	1.09465	85	0	0
2024.01.05	02:00:00	1.09465	1.09489	1.09444	1.09489	314	0	0
2024.01.05	02:15:00	1.09489	1.09506	1.09487	1.09496	322	0	0
2024.01.05	02:30:00	1.09496	1.09510	1.09488	1.09504	170	0	0
2024.01.05	02:45:00	1.09504	1.09516	1.09482	1.09510	374	0	0
2024.01.05	03:00:00	1.09510	1.09548	1.09502	1.09540	381	0	0
2024.01.05	03:15:00	1.09542	1.09554	1.09514	1.09520	414	0	0
2024.01.05	03:30:00	1.09520	1.09560	1.09504	1.09551	487	0	0
2024.01.05	03:45:00	1.09552	1.09562	1.09510	1.09516	366	0	0
2024.01.05	04:00:00	1.09517	1.09536	1.09508	1.09530	210	0	0
2024.01.05	04:15:00	1.09530	1.09543	1.09516	1.09524	245	0	0
2024.01.05	04:30:00	1.09524	1.09525	1.09487	1.09490	286	0	0
2024.01.05	04:45:00	1.09490	1.09504	1.09467	1.09470	299	0	0
2024.01.05	05:00:00	1.09470	1.09475	1.09438	1.09438	255	0	0
2024.01.05	05:15:00	1.09438	1.09448	1.09406	1.09408	164	0	0
2024.01.05	05:30:00	1.09409	1.09421	1.09403	1.09408	289	0	0
2024.01.05	05:45:00	1.09408	1.09409	1.09392	1.09394	316	0	0
2024.01.05	06:00:00	1.09394	1.09400	1.09377	1.09384	293	0	0
2024.01.05	06:15:00	1.09384	1.09410	1.09377	1.09399	273	0	0
2024.01.05	06:30:00	1.09399	1.09413	1.09388	1.09388	219	0	0
2024.01.05	06:45:00	1.09388	1.09388	1.09366	1.09374	132	0	0
2024.01.05	07:00:00	1.09374	1.09376	1.09342	1.09354	308	0	0
2024.01.05	07:15:00	1.09354	1.09366	1.09344	1.09354	283	0	0
2024.01.05	07:30:00	1.09357	1.09369	1.09357	1.09358	232	0	0
2024.01.05	07:45:00	1.09356	1.09380	1.09348	1.09375	300	0	0
2024.01.05	08:00:00	1.09374	1.09374	1.09319	1.09320	305	0	0
2024.01.05	08:15:00	1.09320	1.09321	1.09276	1.09288	483	0	0
2024.01.05	08:30:00	1.09288	1.09291	1.09249	1.09260	591	0	0
2024.01.05	08:45:00	1.09260	1.09285	1.09258	1.09279	400	0	0
2024.01.05	09:00:00	1.09279	1.09313	1.09253	1.09304	610	0	0
2024.01.05	09:15:00	1.09303	1.09336	1.09290	1.09304	602	0	0
2024.01.05	09:30:00	1.09304	1.09321	1.09242	1.09244	458	0	0
2024.01.05	09:45:00	1.09243	1.09283	1.09227	1.09233	537	0	0
2024.01.05	10:00:00	1.09229	1.09259	1.09204	1.09228	894	0	0
2024.01.05	10:15:00	1.09228	1.09249	1.09163	1.09172	749	0	0
2024.01.05	10:30:00	1.09169	1.09173	1.09107	1.09116	776	0	0
2024.01.05	10:45:00	1.09116	1.09148	1.09034	1.09078	696	0	0
2024.01.05	11:00:00	1.09078	1.09152	1.09028	1.09150	760	0	0
2024.01.05	11:15:00	1.09147	1.09236	1.09137	1.09227	786	0	0
2024.01.05	11:30:00	1.09227	1.09309	1.09169	1.09173	865	0	0
2024.01.05	11:45:00	1.09172	1.09173	1.09101	1.09126	692	0	0
2024.01.05	12:00:00	1.09131	1.09134	1.09072	1.09103	695	0	0
2024.01.05	12:15:00	1.09103	1.09113	1.09038	1.09050	591	0	0
2024.01.05	12:30:00	1.09050	1.09116	1.09039	1.09100	540	0	0
2024.01.05	12:45:00	1.09100	1.09139	1.09085	1.09129	561	0	0
2024.01.05	13:00:00	1.09128	1.09145	1.09104	1.09117	535	0	0
2024.01.05	13:15:00	1.09116	1.09161	1.09101	1.09119	576	0	0
2024.01.05	13:30:00	1.09119	1.09166	1.09111	1.09162	445	0	0
2024.01.05	13:45:00	1.09162	1.09176	1.09127	1.09142	525	0	0
2024.01.05	14:00:00	1.09143	1.09190	1.09143	1.09174	518	0	0
2024.01.05	14:15:00	1.09174	1.09178	1.09138	1.09159	503	0	0
2024.01.05	14:30:00	1.09158	1.09199	1.09138	1.09187	515	0	0
2024.01.05	14:45:00	1.09187	1.09210	1.09143	1.09178	526	0	0
2024.01.05	15:00:00	1.09179	1.09219	1.09161	1.09219	831	0	0
2024.01.05	15:15:00	1.09222	1.09280	1.09191	1.09195	1006	0	0
2024.01.05	15:30:00	1.09192	1.09195	1.08769	1.09174	2756	0	0
2024.01.05	15:45:00	1.09171	1.09253	1.09052	1.09213	2271	0	0
2024.01.05	16:00:00	1.09212	1.09393	1.09212	1.09260	1997	0	0
2024.01.05	16:15:00	1.09261	1.09487	1.09251	1.09457	1719	0	0
2024.01.05	16:30:00	1.09455	1.09499	1.09362	1.09406	1701	0	0
2024.01.05	16:45:00	1.09405	1.09550	1.09403	1.09494	1235	0	0
